Ashok Dinda,2016,3,4,12,1,4,33.3,2,0,0,0,0,66.7
Ashok Sharma,2022,,,,,,,,,,,,
Ashton Turner,2019,20,414,311,16,25.9,133.1,70,3,0,22,21,35
Ashwin Hebbar,2022,3,88,83,4,22,106,45,0,0,10,2,44.6
Asif K M,2018,,,,,,,,,,,,
Atharva Taide,2022,4,116,82,4,29,141.5,56,1,0,15,3,37.8
Avesh Khan,2018,,,,,,,,,,,,
Avesh Khan,2022,3,7,7,3,2.3,100,5,0,0,1,0,57.1
Axar Rajesh Patel,2019,,,,,,,,,,,,
Ayush Badoni,2022,,,,,,,,,,,,
B. Sai Sudharsan,2022,,,,,,,,,,,,
Baba Aparajith,2014,,,,,,,,,,,,
Baba Aparajith,2016,,,,,,,,,,,,
Baba Indrajith,2022,,,,,,,,,,,,
Baltej Dhanda,2022,,,,,,,,,,,,
Bandaru Ayyappa,2019,,,,,,,,,,,,
Barinder Singh Saran,2015,,,,,,,,,,,,
Barinder Singh Sran,2016,,,,,,,,,,,,
Barinder Singh Sran,2018,,,,,,,,,,,,
Barinder Singh Sran,2019,,,,,,,,,,,,
Basil Thampi,2017,,,,,,,,,,,,
Basil Thampi,2018,5,28,28,0,-,100,13,0,0,1,1,39.3
Basil Thampi,2022,,,,,,,,,,,,
Ben Cutting,2014,10,183,115,6,30.5,159.1,42,0,0,6,15,32.2
Ben Cutting,2016,17,277,189,15,18.5,146.6,35,0,0,15,18,38.6
Ben Cutting,2018,21,336,208,17,19.8,161.5,39,0,0,27,18,31.7
Ben Cutting,2021,42,759,513,29,26.2,148,81,3,0,52,51,38.2
Ben Dunk,2014,6,97,85,6,16.2,114.1,67,1,0,5,4,43.5
Ben Dwarshuis,2018,,,,,,,,,,,,
Ben Hilfenhaus,2014,4,19,12,1,19,158.3,10,0,0,1,1,25
Ben Laughlin,2013,4,17,27,3,5.7,63,10,0,0,1,0,55.6
Ben Laughlin,2017,4,35,20,4,8.8,175,22,0,0,2,3,45
Ben Laughlin,2018,2,1,2,2,0.5,50,1,0,0,0,0,50
Benjamin Stokes,2017,,,,,,,,,,,,
Benjamin Stokes,2018,,,,,,,,,,,,
Benny Howell,2022,21,404,264,16,25.2,153,53,2,0,34,19,28
Beuran Hendricks,2014,,,,,,,,,,,,
Bhanuka Rajapaksa,2022,17,359,243,16,22.4,147.7,56,1,0,32,21,38.3
Bhuvneshwar Kumar,2014,17,92,111,10,9.2,82.9,24,0,0,7,1,49.5
Bhuvneshwar Kumar,2022,8,34,32,2,17,106.2,14,0,0,3,0,25
Billy Stanlake,2017,2,3,4,0,-,75,3,0,0,0,0,50
Billy Stanlake,2018,3,4,6,0,-,66.7,3,0,0,0,0,50
Bipul Sharma,2018,7,82,49,3,27.3,167.3,27,0,0,3,6,32.7
Brad Hodge,2014,66,1985,1414,46,43.2,140.4,88,15,0,187,79,35.9
Brad Hogg,2015,7,53,40,2,26.5,132.5,28,0,0,3,3,35
Brendan Taylor,2014,13,393,327,11,35.7,120.2,69,4,0,41,11,41.9
Brendon McCullum,2014,23,540,482,21,25.7,112,83,3,0,61,15,46.5
Brendon McCullum,2018,92,2280,1604,83,27.5,142.1,91,14,0,205,132,41.8
C Hari Nishaanth,2021,,,,,,,,,,,,
C.Hari Nishaanth,2022,,,,,,,,,,,,
C.M. Gautam,2014,,,,,,,,,,,,
C.M. Gautam,2015,,,,,,,,,,,,
Cameron Delport,2018,39,955,693,33,28.9,137.8,109,5,1,84,42,36.4
Carlos Brathwaite,2016,16,204,136,10,20.4,150,36,0,0,8,16,32.4
Carlos Brathwaite,2018,35,528,314,28,18.9,168.2,64,1,0,41,36,36.3
Carlos Brathwaite,2019,40,619,393,29,21.3,157.5,64,1,0,42,44,37.9
Chaitanya Bishnoi,2018,,,,,,,,,,,,
Chama Milind,2014,,,,,,,,,,,,
Chama Milind,2016,,,,,,,,,,,,
Chama Milind,2022,4,30,27,2,15,111.1,16,0,0,3,1,40.7
Chamika Karunaratne,2022,10,156,117,5,31.2,133.3,75,1,0,17,4,43.6
Chetan Sakariya,2021,,,,,,,,,,,,
Chetan Sakariya,2022,5,16,25,5,3.2,64,7,0,0,2,0,64
Cheteshwar Pujara,2014,7,109,121,7,15.6,90.1,51,1,0,15,1,56.2
Cheteshwar Pujara,2021,,,,,,,,,,,,
Chirag Suri,2017,,,,,,,,,,,,
Chris Green,2020,43,501,398,27,18.6,125.9,49,0,0,36,12,29.4
Chris Jordan,2017,14,211,166,11,19.2,127.1,45,0,0,12,9,31.3
Chris Jordan,2018,29,274,215,14,19.6,127.4,45,0,0,17,12,34.4
Chris Jordan,2020,26,162,160,19,8.5,101.2,36,0,0,13,5,42.5
Chris Jordan,2022,25,220,178,16,13.8,123.6,30,0,0,13,10,38.2
Chris Lynn,2014,18,412,303,13,31.7,136,81,3,0,27,24,38.9
Chris Lynn,2018,32,1276,798,25,51,159.9,98,11,0,87,88,34
Chris Lynn,2020,65,1944,1372,60,32.4,141.7,94,15,0,177,114,43
Chris Woakes,2017,5,85,57,3,28.3,149.1,48,0,0,6,3,15.8
Chris Woakes,2018,12,83,79,7,11.9,105.1,18,0,0,5,2,32.9
Chris Woakes,2020,6,95,63,3,31.7,150.8,57,1,0,10,5,41.3
Christopher Barnwell,2013,,,,,,,,,,,,
Christopher Gayle,2018,,,,,,,,,,,,
Christopher Morris,2013,,,,,,,,,,,,
Christopher Morris,2015,,,,,,,,,,,,
Christopher Morris,2016,,,,,,,,,,,,
Christopher Morris,2020,,,,,,,,,,,,
Christopher Morris,2021,,,,,,,,,,,,
Clinton McKay,2013,,,,,,,,,,,,
Colin De Grandhomme,2018,24,447,280,20,22.4,159.6,65,1,0,37,23,30
Colin Ingram,2019,55,1547,1020,41,37.7,151.7,114,8,2,121,89,34.7
Colin Munro,2016,25,514,379,22,23.4,135.6,65,1,0,42,22,32.7
Colin Munro,2018,32,883,626,28,31.5,141.1,100,5,1,79,42,37.5
Corey Anderson,2014,,,,,,,,,,,,
Corey Anderson,2017,4,114,97,3,38,117.5,55,2,0,11,6,52.6
Dale Steyn,2016,6,42,39,4,10.5,107.7,19,0,0,4,0,33.3
Dale Steyn,2020,8,49,48,2,24.5,102.1,15,0,0,4,1,39.6
Dan Christian,2021,,,,,,,,,,,,
Daniel Christian,2013,35,705,549,27,26.1,128.4,75,1,0,49,26,32.6
Daniel Christian,2017,33,679,460,25,27.2,147.6,58,5,0,38,41,31.3
Daniel Christian,2018,50,995,692,38,26.2,143.8,73,5,0,59,57,31.2
Daniel Sams,2022,27,323,215,21,15.4,150.2,65,2,0,16,23,37.7
Darcy Short,2018,,,,,,,,,,,,
Darren Bravo,2017,15,384,291,11,34.9,132,86,3,0,20,25,40.9
Darren Sammy,2013,,,,,,,,,,,,
Darren Sammy,2014,,,,,,,,,,,,
Darren Sammy,2015,,,,,,,,,,,,
Darren Sammy,2017,,,,,,,,,,,,
Darshan Nalkande,2019,,,,,,,,,,,,
Darshan Nalkande,2022,4,48,45,2,24,106.7,21,0,0,3,3,48.9
Daryl Mitchell,2022,,,,,,,,,,,,
David Miller,2018,29,486,398,22,22.1,122.1,48,0,0,38,17,35.9
David Miller,2020,43,981,707,31,31.6,138.8,72,4,0,61,51,30.3
David Miller,2022,19,390,304,15,26,128.3,90,3,0,30,15,34.5
David Warner,2014,27,737,530,23,32,139.1,109,6,1,79,29,40.8
David Warner,2022,24,743,588,22,33.8,126.4,85,6,0,67,20,36.7
David Wiese,2015,3,5,8,3,1.7,62.5,5,0,0,1,0,75
David Willey,2022,11,232,146,8,29,158.9,81,1,0,13,14,32.2
Dawid Malan,2021,43,1325,989,38,34.9,134,117,6,2,130,44,33.1
Debabrata Das,2014,17,244,186,8,30.5,131.2,43,0,0,20,13,41.4
Deepak Chahar,2016,,,,,,,,,,,,
Deepak Chahar,2018,1,14,6,1,14,233.3,14,0,0,0,2,33.3
Deepak Chahar,2022,6,16,23,2,8,69.6,6,0,0,0,0,47.8
Deepak Hooda,2014,,,,,,,,,,,,
Deepak Hooda,2016,9,151,95,9,16.8,158.9,54,1,0,6,11,32.6
Deepak Hooda,2018,21,222,173,17,13.1,128.3,34,0,0,14,9,30.1
Deepak Hooda,2020,15,151,144,10,15.1,104.9,32,0,0,7,4,34
Deepak Hooda,2022,18,380,257,12,31.7,147.9,69,4,0,23,22,30
Deepak Punia,2016,,,,,,,,,,,,
Devdutt Padikkal,2019,,,,,,,,,,,,
Devdutt Padikkal,2022,30,895,717,29,30.9,124.8,101,6,1,97,22,38.4
Devon Conway,2022,27,1138,850,20,56.9,133.9,101,9,1,134,18,30.9
Dewald Brevis,2022,,,,,,,,,,,,
Dhawal Kulkarni,2014,1,10,5,0,-,200,10,0,0,2,0,20
Dhawal Kulkarni,2016,4,39,36,2,19.5,108.3,28,0,0,1,2,36.1
Dhawal Kulkarni,2018,6,28,18,3,9.3,155.6,10,0,0,3,0,27.8
Dhruv Jurel,2022,,,,,,,,,,,,
Dhruv Shorey,2018,,,,,,,,,,,,
Digvijay Deshmukh,2020,,,,,,,,,,,,
Dinesh Karthik,2014,41,934,760,36,25.9,122.9,86,3,0,98,28,40.3
Dinesh Karthik,2015,37,898,725,34,26.4,123.9,86,5,0,86,30,39.3
Dinesh Karthik,2016,25,466,375,25,18.6,124.3,69,3,0,43,15,37.9
Dinesh Karthik,2018,28,696,525,23,30.3,132.6,65,5,0,68,14,30.1
Dinesh Karthik,2022,34,519,380,25,20.8,136.6,58,1,0,56,15,34.7
Dinesh Salunkhe,2015,,,,,,,,,,,,
Dirk Nannes,2013,6,8,10,1,8,80,3,0,0,0,0,30
Dishant Yagnik,2014,14,156,115,11,14.2,135.7,34,0,0,23,2,40.9
Dominic Drakes,2022,7,117,77,6,19.5,151.9,48,0,0,8,7,36.4
Domnic Joseph Muthuswamy,2015,,,,,,,,,,,,
Dushmanta Chameera,2022,,,,,,,,,,,,
Dushmantha Chameera,2018,,,,,,,,,,,,
Dwaine Pretorius,2022,,,,,,,,,,,,
Dwayne Bravo,2018,66,896,705,50,17.9,127.1,66,2,0,56,42,36.2
Dwayne Bravo,2022,14,216,147,8,27,146.9,47,0,0,12,14,36.1
Dwayne Smith,2014,60,1620,1270,53,30.6,127.6,103,10,1,155,73,44.3
Dwayne Smith,2016,58,1651,1326,56,29.5,124.5,110,9,2,167,82,48.4
Eklavya Dwivedi,2015,,,,,,,,,,,,
Eklavya Dwivedi,2016,,,,,,,,,,,,
Eklavya Dwivedi,2017,2,24,14,2,12,171.4,19,0,0,2,2,42.9
Eoin Morgan,2015,33,800,622,29,27.6,128.6,77,3,0,75,31,38.4
Eoin Morgan,2017,37,871,735,32,27.2,118.5,63,6,0,62,33,37.1
Eoin Morgan,2020,26,686,447,24,28.6,153.5,90,5,0,36,45,27.3
Evin Lewis,2018,34,1145,693,32,35.8,165.2,97,10,0,97,83,41.1
Evin Lewis,2022,26,812,549,23,35.3,147.9,102,5,1,59,63,46.3
Fabian Allen,2020,19,506,279,13,38.9,181.4,75,3,0,36,38,33
Fabian Allen,2021,11,218,123,8,27.2,177.2,62,1,0,19,13,30.9
Fabian Allen,2022,15,146,124,10,14.6,117.7,34,0,0,9,9,45.2
Faf Du Plessis,2014,17,533,403,17,31.4,132.3,73,4,0,42,21,35.7
Faf Du Plessis,2018,17,393,349,17,23.1,112.6,69,2,0,30,13,39.3
Faf Du Plessis,2022,42,1430,1031,37,38.6,138.7,120,11,1,130,50,32.6
Farhaan Behardien,2016,,,,,,,,,,,,
Fazalhaq Farooqi,2022,,,,,,,,,,,,
Fidel Edwards,2013,1,0,1,0,-,0,0,0,0,0,0,100
Finn Allen,2022,34,1026,607,32,32.1,169,91,9,0,112,43,31.8
Gautam Gambhir,2018,31,999,800,25,40,124.9,90,9,0,116,13,33.9
George Bailey,2014,9,144,112,6,24,128.6,30,0,0,11,3,31.2
Glenn Maxwell,2013,13,303,208,12,25.2,145.7,82,1,0,26,12,33.7
Glenn Maxwell,2014,28,521,362,26,20,143.9,82,1,0,43,24,37.3
Glenn Maxwell,2018,31,696,435,25,27.8,160,68,4,0,54,40,32.6
Glenn Maxwell,2020,43,1220,805,39,31.3,151.6,84,9,0,90,58,29.2
Glenn Maxwell,2021,48,1266,885,35,36.2,143.1,83,9,0,93,53,29.4
Glenn Phillips,2022,58,1540,1096,48,32.1,140.5,94,10,0,99,99,38
Gurinder Sandhu,2015,6,20,33,3,6.7,60.6,7,0,0,1,0,51.5
Gurkeerat Singh Mann,2022,10,222,207,3,74,107.2,48,0,0,18,6,40.1
Gurkeerat Singh Mann,2018,6,113,86,5,22.6,131.4,51,1,0,11,3,30.2
Gurkeerat Singh Mann,2019,,,,,,,,,,,,
Gurkeerat Singh Mann,2014,13,194,147,11,17.6,132,31,0,0,22,5,37.4
Hanuma Vihari,2015,20,265,308,16,16.6,86,46,0,0,19,1,42.5
Hanuma Vihari,2019,,,,,,,,,,,,
Harbhajan Singh,2018,14,108,100,5,21.6,108,45,0,0,11,3,46
Harbhajan Singh,2021,1,1,3,1,1,33.3,1,0,0,0,0,66.7
Hardik Pandya,2015,,,,,,,,,,,,
Hardus Viljoen,2019,13,114,92,9,12.7,123.9,32,0,0,9,4,38
Harpreet Brar,2019,,,,,,,,,,,,
Harpreet Brar,2022,7,78,69,1,78,113,25,0,0,4,2,33.3
Harry Gurney,2019,4,7,9,3,2.3,77.8,6,0,0,1,0,66.7
Harshal Patel,2014,3,15,15,2,7.5,100,10,0,0,1,0,20
Harshal Patel,2018,,,,,,,,,,,,
Harshal Patel,2022,11,110,87,8,13.8,126.4,31,0,0,13,3,43.7
Heinrich Klaasen,2019,10,124,114,9,13.8,108.8,36,0,0,8,5,41.2
Himmat Singh,2019,,,,,,,,,,,,
Hrithik Shokeen,2022,,,,,,,,,,,,
HS Sharath,2014,,,,,,,,,,,,
Imran Tahir,2018,4,36,29,2,18,124.1,23,0,0,2,2,44.8
Iqbal Abdullah,2014,,,,,,,,,,,,
Iqbal Abdullah,2016,,,,,,,,,,,,
Irfan Pathan,2014,28,340,304,17,20,111.8,42,0,0,24,9,34.5
Irfan Pathan,2015,19,197,206,10,19.7,95.6,24,0,0,14,3,39.8
Irfan Pathan,2016,6,55,54,2,27.5,101.9,23,0,0,5,0,37
Ishan Kishan,2016,,,,,,,,,,,,
Ishan Kishan,2018,15,319,247,15,21.3,129.1,61,1,0,34,13,42.5
Ishan Kishan,2022,27,875,622,22,39.8,140.7,99,7,0,72,44,34.9
Ishan Porel,2022,,,,,,,,,,,,
Ishank Jaggi,2017,,,,,,,,,,,,
Ishank Jaggi,2018,2,33,39,1,33,84.6,28,0,0,3,0,46.2
Ishant Sharma,2014,,,,,,,,,,,,
Ishant Sharma,2016,,,,,,,,,,,,
Ishant Sharma,2019,3,8,12,2,4,66.7,5,0,0,1,0,58.3
Ishwar Chandra Pandey,2014,,,,,,,,,,,,
Ishwar Chandra Pandey,2016,,,,,,,,,,,,
Isuru Udana,2020,12,144,132,8,18,109.1,32,0,0,11,5,43.9
J Suchith,2021,1,6,15,1,6,40,6,0,0,0,0,60
J Suchith,2015,,,,,,,,,,,,
Jacob Oram,2013,2,8,8,2,4,100,8,0,0,1,0,50
Jacques Kallis,2014,35,738,730,33,22.4,101.1,79,2,0,70,13,41.6
Jagadeesha Suchith,2022,5,46,27,4,11.5,170.4,18,0,0,5,2,33.3
Jalaj Saxena,2014,,,,,,,,,,,,
Jalaj Saxena,2015,2,10,9,2,5,111.1,10,0,0,0,1,55.6
Jalaj Saxena,2019,,,,,,,,,,,,
Jalaj Saxena,2021,,,,,,,,,,,,
James Faulkner,2013,11,107,87,6,17.8,123,38,0,0,8,0,21.8
James Neesham,2014,5,145,86,2,72.5,168.6,52,1,0,12,8,31.4
James Neesham,2015,16,317,256,11,28.8,123.8,52,1,0,23,13,37.9
James Neesham,2020,21,409,284,15,27.3,144,47,0,0,32,20,31
James Neesham,2021,25,467,338,17,27.5,138.2,47,0,0,35,21,31.4
James Neesham,2022,32,424,333,27,15.7,127.3,53,1,0,33,14,32.7
Jaskaran Singh,2016,,,,,,,,,,,,
Jason Behrendorff,2018,1,1,1,0,-,100,1,0,0,0,0,0
Jason Behrendorff,2022,5,13,11,1,13,118.2,6,0,0,1,0,18.2
Jason Holder,2013,,,,,,,,,,,,
Jason Holder,2014,4,27,11,3,9,245.5,16,0,0,2,3,45.5
Jason Holder,2016,22,296,222,16,18.5,133.3,48,0,0,23,16,39.2
Jason Holder,2022,33,514,383,27,19,134.2,69,1,0,37,32,42.6
Jason Roy,2017,28,871,545,25,34.8,159.8,122,3,3,104,28,32.8
Jason Roy,2018,40,1217,773,37,32.9,157.4,120,8,2,155,38,33.8
Jason Roy,2020,30,590,430,29,20.3,137.2,91,3,0,54,34,44.9
Jason Roy,2022,41,1269,963,37,34.3,131.8,74,11,0,149,30,37.6
Jasprit Bumrah,2014,,,,,,,,,,,,
Jatin Saxena,2018,,,,,,,,,,,,
Javon Searless,2018,,,,,,,,,,,,
Jayant Yadav,2014,,,,,,,,,,,,
Jayant Yadav,2018,2,6,10,2,3,60,5,0,0,0,0,40
Jayant Yadav,2022,3,37,29,3,12.3,127.6,23,0,0,2,1,31
Jaydev Shah,2016,,,,,,,,,,,,
Jaydev Unadkat,2013,,,,,,,,,,,,
Jaydev Unadkat,2014,2,2,2,0,-,100,1,0,0,0,0,0
Jaydev Unadkat,2015,4,3,8,1,3,37.5,1,0,0,0,0,62.5
Jaydev Unadkat,2016,2,1,6,1,1,16.7,1,0,0,0,0,83.3
Jaydev Unadkat,2017,,,,,,,,,,,,
Jaydev Unadkat,2018,1,2,5,0,-,40,2,0,0,0,0,60
Jaydev Unadkat,2019,6,51,43,4,12.8,118.6,26,0,0,6,1,34.9
Jaydev Unadkat,2020,7,50,41,5,10,122,26,0,0,6,1,34.1
Jaydev Unadkat,2022,6,55,49,4,13.8,112.2,24,0,0,3,2,38.8
Jean-Paul Duminy,2014,15,361,308,6,60.2,117.2,74,3,0,23,11,31.5
Jean-Paul Duminy,2018,8,191,156,5,38.2,122.4,49,0,0,13,3,24.4
Jeevan Mendis,2013,3,15,15,3,5,100,8,0,0,1,1,60
Jesse Ryder,2013,24,548,409,23,23.8,134,86,4,0,60,19,40.6
Jhye Richardson,2021,10,96,70,6,16,137.1,33,0,0,4,6,34.3
Jitesh Sharma,2016,,,,,,,,,,,,
Jitesh Sharma,2022,5,97,58,4,24.2,167.2,43,0,0,7,8,39.7
Joe Denly,2019,52,1683,1266,47,35.8,132.9,127,8,3,174,59,39.4
Joel Paris,2016,1,5,4,0,-,125,5,0,0,0,0,25
Jofra Archer,2018,16,176,121,8,22,145.5,36,0,0,18,4,24.8
Jofra Archer,2022,10,112,63,6,18.7,177.8,27,0,0,5,10,30.2
Johan Botha,2013,24,444,357,13,34.2,124.4,67,1,0,36,7,29.4
John Hastings,2014,5,31,26,5,6.2,119.2,22,0,0,1,2,53.8
John Hastings,2016,26,479,272,19,25.2,176.1,80,2,0,34,30,31.2
Jonny Bairstow,2019,,,,,,,,,,,,
Jonny Bairstow,2022,24,1016,690,23,44.2,147.2,112,9,1,87,54,37.7
Jos Buttler,2016,16,432,263,13,33.2,164.3,71,4,0,32,21,28.5
Jos Buttler,2018,60,1550,1078,51,30.4,143.8,81,11,0,129,68,34
Josh Hazlewood,2014,2,2,6,1,2,33.3,2,0,0,0,0,66.7
Josh Hazlewood,2020,,,,,,,,,,,,
Josh Hazlewood,2022,1,12,3,0,-,400,12,0,0,3,0,0
Joshua Philippe,2020,,,,,,,,,,,,
Juan Theron,2015,5,52,38,3,17.3,136.8,18,0,0,3,3,36.8
Krishnappa Gowtham,2022,2,42,27,1,42,155.6,22,0,0,3,2,33.3
K.Bhagath Varma,2021,,,,,,,,,,,,
K.Bhagath Varma,2022,,,,,,,,,,,,
K.C Cariappa,2021,,,,,,,,,,,,
K.C Cariappa,2022,,,,,,,,,,,,
K.C. Cariappa,2015,,,,,,,,,,,,
K.C. Cariappa,2016,,,,,,,,,,,,
K.K. Jiyaz,2015,,,,,,,,,,,,
K.M. Asif,2022,,,,,,,,,,,,
K.S. Bharat,2022,,,,,,,,,,,,
Kagiso Rabada,2017,4,3,8,2,1.5,37.5,3,0,0,0,0,62.5
Kagiso Rabada,2018,7,58,72,5,11.6,80.6,44,0,0,5,1,50
Kagiso Rabada,2022,9,69,55,4,17.2,125.5,15,0,0,6,2,38.2
Kamlesh Nagarkoti,2018,,,,,,,,,,,,
Kamlesh Nagarkoti,2022,7,22,33,4,5.5,66.7,8,0,0,1,0,48.5
Kane Richardson,2013,4,15,10,4,3.8,150,11,0,0,2,1,60
